-55.99752,-55.99918,-54.709175,-54.43528,-54.144863,-54.275269,-54.775726,-54.224808,-54.296963,-54.887451
-57.999252,-57.995941,-56.757309,-56.270145,-56.105965,-56.275623,-56.799423,-56.273243,-56.299583,-56.944771
-59.999245,-58.44323,-58.783161,-58.423923,-58.037086,-58.275146,-58.82148,-58.31488,-58.29512,-58.983948
-60.201893,-60.537022,-59.118839,-60.512871,-59.882038,-58.412689,-60.835682,-60.34951,-60.295601,-60.977074
-62.21933,-62.623787,-61.283642,-62.328121,-62.095188,-60.458633,-62.864151,-62.371696,-62.2967,-61.605122
-64.257446,-64.72583,-63.400757,-64.518814,-64.226242,-62.489212,-64.894409,-64.379532,-64.294891,-63.765785
-66.320038,-66.790077,-65.449326,-66.34845,-66.29554,-64.514847,-66.88028,-66.377792,-66.298706,-65.85215
-68.377777,-68.80027,-65.790665,-68.518661,-68.312241,-66.531082,-67.531563,-66.612808,-68.296936,-67.972664
-70.30545,-69.29039,-67.960205,-68.801941,-68.472588,-68.522308,-69.787216,-68.663559,-68.491699,-69.985245
-72.384239,-71.513885,-69.991615,-71.052185,-70.571831,-68.729889,-71.929459,-70.718399,-70.558212,-70.536186
-74.303497,-73.634827,-70.599854,-72.930069,-72.618599,-70.824791,-73.975815,-72.745941,-72.439743,-71.953751
-76.386826,-75.648209,-72.949463,-73.687035,-74.453247,-72.845787,-73.998718,-74.764725,-74.068604,-72.921593
-78.222633,-75.962448,-75.082382,-73.754539,-75.997498,-73.022751,-74.350014,-76.801025,-75.89473,-72.975327
-80.372429,-77.999458,-76.985184,-75.051025,-76.58963,-75.139374,-76.643387,-78.786606,-76.455254,-73.109406
-80.687195,-78.234619,-77.878876,-75.081284,-77.741592,-75.996811,-78.592865,-79.108765,-77.535255,-74.482346
-82.206039,-79.445938,-79.357162,-75.287392,-78.174217,-76.100143,-79.269554,-79.929367,-77.991859,-74.668671
-83.789902,-79.614807,-80.172577,-76.115921,-78.891144,-76.940674,-79.807602,-81.01458,-78.839615,-75.727524
-84.446808,-79.956299,-80.747437,-76.461105,-79.180267,-77.3283,-81.008942,-81.536858,-78.997353,-76.017372
-85.146088,-80.962006,-81.168793,-76.489639,-79.396545,-77.999954,-81.291626,-82.226578,-79.825714,-76.171295
-85.569016,-81.171631,-81.999435,-76.972092,-79.701904,-79.263885,-82.211792,-82.800308,-80.343468,-76.58226
-86.112411,-81.458649,-82.349869,-77.945786,-79.912437,-79.452705,-82.846001,-83.187378,-81.320732,-77.553383
-86.646744,-81.690491,-82.467644,-77.999649,-80.369469,-79.999985,-83.107056,-83.999969,-81.685371,-78.028412
-86.969757,-81.835526,-83.018585,-79.055313,-81.112167,-80.211288,-83.894722,-85.504211,-81.865074,-78.176147
-87.311035,-82.413025,-83.188957,-79.619965,-81.293274,-80.412994,-84.660324,-86,-82.482353,-78.945961
-87.747467,-82.972733,-83.99115,-80.237518,-81.99968,-80.896347,-84.886169,-86.320023,-82.902679,-79.492966
-88.873909,-83.530968,-85.434448,-81.194839,-82.277679,-81.022934,-86,-86.397827,-83.132011,-79.958618
-89.757149,-83.747635,-85.999527,-81.918282,-82.321182,-81.095917,-86.673203,-86.867844,-83.998833,-80.537315
-90.471008,-84.104225,-87.48909,-82.65551,-82.934044,-81.245331,-86.981918,-87.284027,-84.366119,-81.013596
-90.782578,-84.678757,-87.978363,-83.07309,-83.072906,-81.976501,-87.050407,-87.567642,-84.39016,-81.044228
-91.141434,-84.978775,-88.230698,-83.570084,-83.429886,-82.865829,-87.830002,-87.893379,-84.685165,-81.219269
-91.451088,-85.609879,-88.73143,-83.590286,-83.57811,-83.013252,-87.911728,-88.740341,-85.341476,-81.325851
-91.963318,-85.999924,-89.343658,-83.915054,-83.841637,-83.223053,-88.947159,-88.82415,-85.456726,-81.39386
-92.483566,-86.274597,-89.927818,-84.197037,-84.281296,-83.626228,-89.015137,-89.233788,-85.811691,-81.781487
-92.899963,-86.759048,-90.3853,-84.339935,-84.871529,-83.985313,-89.999985,-89.384674,-86.358932,-82.841064
-92.967369,-87.105774,-90.760994,-84.376251,-85.528519,-84.739807,-90.113739,-89.519791,-86.609848,-82.946564
-93.197685,-87.9515,-90.848358,-84.609695,-85.842117,-84.779808,-90.913536,-89.519791,-86.791695,-83.531044
-93.324921,-87.997803,-91.846695,-84.812836,-86.153389,-84.893333,-91.172333,,-86.824684,-83.874924
-93.325272,-88.852264,-92.377136,-84.834396,-86.236298,-84.903915,-91.714432,,-86.977119,-84.60276
-93.325272,-89.187401,-92.96463,-84.845726,-86.2939,-84.903946,-91.848495,,-86.980789,-85.392967
,-89.854591,-93.190582,-84.998962,-86.782516,-84.903992,-92.498062,,-86.980789,-85.731483
,-90.166451,-93.420975,-85.003975,-86.948257,-84.903992,-93.079559,,,-86.085739
,-90.472801,-93.998688,-85.014297,-87.381805,-84.903992,-93.478592,,,-86.156029
,-90.977478,-94.574898,-85.014404,-87.481262,,-94,,,-86.500381
,-90.979675,-95.002655,-85.014404,-87.521416,,-95.288635,,,-86.999893
,-90.979675,-95.568817,,-87.67083,,-95.999916,,,-87.299652
,,-95.673546,,-87.744965,,-97.195908,,,-87.840546
,,-95.673546,,-87.760544,,-97.827271,,,-88.295013
,,,,-87.87545,,-98.361809,,,-88.872406
,,,,-87.878967,,-98.3647,,,-88.919495
,,,,-87.878967,,-98.379799,,,-89.354424
,,,,,,-98.447281,,,-89.764709
,,,,,,-98.44976,,,-90.039131
,,,,,,-98.456696,,,-90.065018
,,,,,,-98.456696,,,-90.173714
,,,,,,,,,-90.253395
,,,,,,,,,-90.253395
